"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Spawners",1,1,1,1.05665668815374,0.367071676947973,0.387868742479022
"Spawners",2,1,1,3.48446809025083,0.358631584625746,1.24964031278494
"Spawners",3,1,1,4.91643253926868,0.312783918417308,1.53778103426705
"Spawners",4,1,1,5.42757070844955,0.330569279593184,1.79418813903352
"Spawners",5,1,1,14.8682167804747,0.349632877217145,5.19841741204499
"Spawners",6,1,1,18.2037749185011,0.296219201624831,5.39230767291469
"Spawners",7,1,1,10.5900756521753,0.294372063860672,3.11742242617465
"Spawners",8,1,1,11.2109547608813,0.43883825951241,4.91979587473896
"Spawners",9,1,1,6.11562963792269,0.267309170816596,1.63476388753253
"Spawners",10,1,1,3.76316215144251,0.285924478715554,1.07598017647361
"Spawners",11,1,1,16.3341055870021,0.311616908290763,5.0899834827166
"Spawners",12,1,1,33.5601829632635,0.25346763775026,8.50642029815437
"Spawners",13,1,1,11.407177688596,0.260529072462379,2.97190142262279
"Spawners",14,1,1,39.5611724854523,0.265717446072513,10.5120937164606
"Spawners",15,1,1,7.19049258406006,0.259950996299907,1.86917571111409
"Spawners",16,1,1,8.56221464416673,0.249654773860842,2.13759776074307
"Spawners",17,1,1,40.9571071890274,0.297432959226741,12.1819935926004
"Spawners",18,1,1,3.72451461332674,0.29486950062647,1.09824576410737
"Spawners",19,1,1,8.39630681519251,0.291318607082139,2.44600040603654
"Spawners",20,1,1,10.1025990655047,0.261291889889663,2.63972720262254
"Spawners",21,1,1,8.59488931173031,0.978166068922342,8.40722909087724
"Juveniles",1,1,1,59.8545002739676,0.631988279845952,37.8273426691946
"Juveniles",2,1,1,25.8657723384839,0.670658647810469,17.3471039011446
"Juveniles",3,1,1,23.860037375388,0.780359457564804,18.6194058237719
"Juveniles",4,1,1,166.852760093871,0.806681205763178,134.596985698241
"Juveniles",5,1,1,91.8581358383003,0.611295926253739,56.1525042311503
"Juveniles",6,1,1,91.8232524599427,0.639497358966762,58.7207274401259
"Juveniles",7,1,1,162.270089797974,0.658001680240024,106.773991740163
"Juveniles",8,1,1,215.387384685291,0.5314936509582,114.477027457204
"Juveniles",9,1,1,53.0705901228097,0.495002555018294,26.2700777070469
"Juveniles",10,1,1,218.041752300394,0.555830620541438,121.194282485446
"Juveniles",11,1,1,158.237538333459,0.536221940241822,84.8504398243326
"Juveniles",12,1,1,133.942186262533,0.782579789517451,104.820447932721
"Juveniles",13,1,1,231.88226155994,0.653327612589716,151.495084348265
"Juveniles",14,1,1,159.089437959399,0.709723662176645,112.909538522326
"Juveniles",15,1,1,109.775384398025,0.915936676822039,100.547300782281
"Juveniles",16,1,1,113.399717586362,0.682916268709386,77.4425120067595
"Juveniles",17,1,1,193.448912265686,0.760226135249547,147.064918926473
"Juveniles",18,1,1,94.3835264947584,0.733044482732729,69.1873233580797
"Juveniles",19,1,1,138.688066877806,0.670500917751368,92.9904761230425
"Juveniles",20,1,1,78.4878421230814,0.786201665284043,61.7072721817918
"Juveniles",21,1,1,160.917577202528,0.794409642743181,127.834475016351
