"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Spawners",1,1,1,0.0206456626359358,0.346871756728258,0.00716139726734372
"Spawners",2,1,1,0.0402037735213377,0.292388800532447,0.0117551331167825
"Spawners",3,1,1,0.0888107735063579,0.263207257174517,0.0233756401021504
"Spawners",4,1,1,0.0710304373399744,0.285395173612999,0.0202717439964482
"Spawners",5,1,1,0.142915903687517,0.296823350747065,0.0424207774075703
"Spawners",6,1,1,0.2254887642263,0.23545087680932,0.0530915272477383
"Spawners",7,1,1,0.132729149848181,0.234742485822617,0.0311571705764264
"Spawners",8,1,1,0.189880626399079,0.421641403705916,0.0800615338514553
"Spawners",9,1,1,0.0938333076915525,0.22786598547246,0.0213814191272737
"Spawners",10,1,1,0.0656582216803553,0.261683151937071,0.0171816503998837
"Spawners",11,1,1,0.183198916962214,0.252856438680867,0.0463230257132646
"Spawners",12,1,1,0.362940776110565,0.202985160137332,0.0736715915591454
"Spawners",13,1,1,0.147761551177142,0.196988211340087,0.0291072836711736
"Spawners",14,1,1,0.499852379222981,0.213074430720877,0.10650576114741
"Spawners",15,1,1,0.0877007651653761,0.213113352236764,0.0186902040581217
"Spawners",16,1,1,0.1059669326593,0.189486470721689,0.0200793000828113
"Spawners",17,1,1,0.454432530812876,0.246213729891906,0.111887528395717
"Spawners",18,1,1,0.0590692947549425,0.250113191656716,0.014774009840059
"Spawners",19,1,1,0.108361934793065,0.237732614077003,0.0257611660248023
"Spawners",20,1,1,0.124704956639928,0.19688009653901,0.0245519239021628
"Spawners",21,1,1,0.116303344024351,0.847566754210761,0.098574847798579
"Juveniles",1,1,1,0.796306057682267,0.670800096169713,0.534162180074726
"Juveniles",2,1,1,0.410449894425576,0.715164284994826,0.293539105271839
"Juveniles",3,1,1,0.352979227076392,0.87704582844184,0.30957895863297
"Juveniles",4,1,1,2.18208604053816,0.810162828850056,1.76784499941905
"Juveniles",5,1,1,1.41706004689392,0.600849934772513,0.851440436745575
"Juveniles",6,1,1,1.15756484218338,0.693783403438757,0.803099275907475
"Juveniles",7,1,1,1.66393064023538,0.668479194194483,1.1123030135836
"Juveniles",8,1,1,2.06258701511727,0.565565959247471,1.16652900374593
"Juveniles",9,1,1,0.796501697946021,0.516969748824478,0.411767282753106
"Juveniles",10,1,1,2.28077879352173,0.620271664246289,1.41470245803032
"Juveniles",11,1,1,1.90446105935589,0.585976883878328,1.11597015701784
"Juveniles",12,1,1,1.7010018787972,0.766676695917125,1.30411850018868
"Juveniles",13,1,1,2.61792157074094,0.770434545379698,2.01693721518421
"Juveniles",14,1,1,1.81410535473498,0.721991400741027,1.30976846616487
"Juveniles",15,1,1,1.37962554930893,0.864031311752225,1.19203967309318
"Juveniles",16,1,1,1.43620578020809,0.694153547411667,0.996947337143522
"Juveniles",17,1,1,2.39020874561726,0.778933424177678,1.86181348270789
"Juveniles",18,1,1,1.13335687411077,0.775618545212104,0.879052609899818
"Juveniles",19,1,1,1.61322353487469,0.680195503010386,1.09730739376958
"Juveniles",20,1,1,1.04587121692076,0.78250876895088,0.818403398432934
"Juveniles",21,1,1,1.79424941836747,0.809835799111302,1.45304741151876
