"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1998,1,1,1.00803621678502,0.367128579787307,0.370078904642455
1999,1,1,3.13493958231398,0.34440721162244,1.07969580014958
2000,1,1,5.05832727341351,0.3063146585615,1.54943979164798
2001,1,1,5.16832038779705,0.335301523537008,1.73294570015573
2002,1,1,14.159182110091,0.346610877649501,4.90772653797776
2003,1,1,19.016288956408,0.298483067535789,5.67604026085563
2004,1,1,11.0700266042822,0.284335153200893,3.14759771046654
2005,1,1,10.8737736365739,0.437277818129033,4.75486001063002
2006,1,1,6.20518352779187,0.26729392292047,1.65860784758497
2007,1,1,3.60382181273167,0.286939558342298,1.03407903928957
2008,1,1,14.291368880647,0.308439822229494,4.40802727696291
2009,1,1,32.8187861913082,0.249190814502933,8.17814006200969
2010,1,1,12.250727648619,0.252475644994264,3.09301036473414
2011,1,1,36.2761106183637,0.258586168431993,9.38050045041778
2012,1,1,7.73627973148559,0.260641657288479,2.01639677046168
2013,1,1,8.67632203963231,0.24785232154117,2.15044655996168
2014,1,1,41.9038495031964,0.295323808748854,12.3752044365227
2015,1,1,3.76850274087706,0.293856950302393,1.10740072264034
2016,1,1,8.36399241460851,0.288988832288153,2.41710040116468
2017,1,1,9.75873909458547,0.249923270940395,2.43893599477271
